anomaly_id,transaction_id,user_id,timestamp,anomaly_type,metric_name,observed_value,baseline_value,deviation_score,detector_method,explanation
ANO_9F22A8C1F2,TX_8ED3E008D272,USR_09042,2026-08-11 20:48:02+05:30,BASELINE_SPIKE,user_baseline_zscore,90596.09,42793.1795,3.19,ROLLING_ZSCORE,"Transaction value ₹90,596.09 is 3.2σ above user's rolling historical baseline of ₹42,793.18."
ANO_99C34F9119,TX_16B0FEBC196C,USR_05881,2026-08-11 23:18:59+05:30,ABNORMAL_FEE,fee_inr,360.81,169.26,2.13,IQR_UPPER_FENCE,Platform fee ₹360.81 breaches the asset's IQR upper fence of ₹169.26.
ANO_0415E90E9B,TX_ANO_WTH_257B770E,USR_07326,2026-08-11 23:36:12+05:30,BASELINE_SPIKE,user_baseline_zscore,208476.48,71403.29,54.83,ROLLING_ZSCORE,"Transaction value ₹208,476.48 is 54.8σ above user's rolling historical baseline of ₹71,403.29."
ANO_F334614EAB,TX_D6113E0331D5,USR_07332,2026-08-12 00:12:20+05:30,ABNORMAL_FEE,fee_inr,287.85,166.3088,1.73,IQR_UPPER_FENCE,Platform fee ₹287.85 breaches the asset's IQR upper fence of ₹166.31.
ANO_07F39AC98A,TX_47FD5B60006B,USR_03736,2026-08-12 02:01:21+05:30,ABNORMAL_FEE,fee_inr,531.9,169.26,3.14,IQR_UPPER_FENCE,Platform fee ₹531.90 breaches the asset's IQR upper fence of ₹169.26.
ANO_CA975F51F3,TX_E4A712A96368,USR_08326,2026-08-12 02:04:58+05:30,ABNORMAL_FEE,fee_inr,425.42,166.3088,2.56,IQR_UPPER_FENCE,Platform fee ₹425.42 breaches the asset's IQR upper fence of ₹166.31.
ANO_0F83AFE5AB,TX_ANO_SPK_160DECE1,USR_02069,2026-08-12 03:24:33+05:30,BASELINE_SPIKE,user_baseline_zscore,49294.5,4500.0,17.92,ROLLING_ZSCORE,"Transaction value ₹49,294.50 is 17.9σ above user's rolling historical baseline of ₹4,500.00."
ANO_E8321936B2,TX_6910A0D90CFD,USR_03123,2026-08-12 04:14:21+05:30,ABNORMAL_FEE,fee_inr,534.16,169.26,3.16,IQR_UPPER_FENCE,Platform fee ₹534.16 breaches the asset's IQR upper fence of ₹169.26.
ANO_6CC32BB8C4,TX_931F409357F2,USR_06505,2026-08-12 04:16:09+05:30,ABNORMAL_FEE,fee_inr,216.8,169.26,1.28,IQR_UPPER_FENCE,Platform fee ₹216.80 breaches the asset's IQR upper fence of ₹169.26.
ANO_AC99CA19FD,TX_5739D5B79EAA,USR_00041,2026-08-12 04:28:49+05:30,ABNORMAL_FEE,fee_inr,412.97,169.26,2.44,IQR_UPPER_FENCE,Platform fee ₹412.97 breaches the asset's IQR upper fence of ₹169.26.
ANO_7BA5FE5F95,TX_EC8E6C96846A,USR_06482,2026-08-12 11:09:56+05:30,ABNORMAL_FEE,fee_inr,413.75,161.96,2.55,IQR_UPPER_FENCE,Platform fee ₹413.75 breaches the asset's IQR upper fence of ₹161.96.
ANO_AC3C1BE776,TX_CCDF56A18D4B,USR_03502,2026-08-12 14:11:06+05:30,ABNORMAL_FEE,fee_inr,296.8,166.3088,1.78,IQR_UPPER_FENCE,Platform fee ₹296.80 breaches the asset's IQR upper fence of ₹166.31.
ANO_4D4FA9807C,TX_AC6F787E9C0D,USR_01162,2026-08-12 16:26:05+05:30,ABNORMAL_FEE,fee_inr,446.28,166.3088,2.68,IQR_UPPER_FENCE,Platform fee ₹446.28 breaches the asset's IQR upper fence of ₹166.31.
ANO_E3E3BA2B72,TX_93ADEFA39536,USR_03039,2026-08-12 19:39:21+05:30,ABNORMAL_FEE,fee_inr,181.84,161.96,1.12,IQR_UPPER_FENCE,Platform fee ₹181.84 breaches the asset's IQR upper fence of ₹161.96.
ANO_D473247DD9,TX_BCCB15ABFEEA,USR_08302,2026-08-12 20:04:27+05:30,ABNORMAL_FEE,fee_inr,382.82,166.3088,2.3,IQR_UPPER_FENCE,Platform fee ₹382.82 breaches the asset's IQR upper fence of ₹166.31.
ANO_AE3317600C,TX_15FF0661EEBC,USR_06334,2026-08-12 20:38:40+05:30,ABNORMAL_FEE,fee_inr,224.2,165.72,1.35,IQR_UPPER_FENCE,Platform fee ₹224.20 breaches the asset's IQR upper fence of ₹165.72.
ANO_BCB124F75D,TX_4EBBAE7ABAEF,USR_00136,2026-08-13 02:32:20+05:30,BASELINE_SPIKE,user_baseline_zscore,83776.87,38604.3554,3.01,ROLLING_ZSCORE,"Transaction value ₹83,776.87 is 3.0σ above user's rolling historical baseline of ₹38,604.36."
ANO_C70BEEBEFE,TX_28D39C26F287,USR_04395,2026-08-13 04:44:53+05:30,ABNORMAL_FEE,fee_inr,319.13,166.3088,1.92,IQR_UPPER_FENCE,Platform fee ₹319.13 breaches the asset's IQR upper fence of ₹166.31.
ANO_26D67AF393,TX_ANO_VEL_21C55947,USR_02913,2026-08-13 04:58:43+05:30,VELOCITY_BURST,tx_velocity_60m,11.0,5.0,2.2,TIME_WINDOW_COUNTER,"User executed 11 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_41AFB1CA2A,TX_B8D47155F198,USR_02542,2026-08-13 08:02:28+05:30,ABNORMAL_FEE,fee_inr,422.44,165.72,2.55,IQR_UPPER_FENCE,Platform fee ₹422.44 breaches the asset's IQR upper fence of ₹165.72.
ANO_FABB9FEC2D,TX_ANO_FAL_9A559D60,USR_05879,2026-08-13 08:03:40+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_71E6EA0CCC,TX_0B51E3145B82,USR_08444,2026-08-13 10:21:49+05:30,ABNORMAL_FEE,fee_inr,311.92,164.06,1.9,IQR_UPPER_FENCE,Platform fee ₹311.92 breaches the asset's IQR upper fence of ₹164.06.
ANO_3FAF413540,TX_66F6D828B385,USR_01297,2026-08-13 16:28:52+05:30,ABNORMAL_FEE,fee_inr,269.47,166.3088,1.62,IQR_UPPER_FENCE,Platform fee ₹269.47 breaches the asset's IQR upper fence of ₹166.31.
ANO_8C4E5E0ECB,TX_E05F4B3627BA,USR_02186,2026-08-13 17:08:19+05:30,ABNORMAL_FEE,fee_inr,319.42,169.26,1.89,IQR_UPPER_FENCE,Platform fee ₹319.42 breaches the asset's IQR upper fence of ₹169.26.
ANO_A9195F3BDB,TX_D696B34696B3,USR_06202,2026-08-13 17:13:17+05:30,ABNORMAL_FEE,fee_inr,537.83,166.3088,3.23,IQR_UPPER_FENCE,Platform fee ₹537.83 breaches the asset's IQR upper fence of ₹166.31.
ANO_3CD19CFB35,TX_40FC393813A9,USR_05203,2026-08-13 19:11:39+05:30,ABNORMAL_FEE,fee_inr,255.96,161.96,1.58,IQR_UPPER_FENCE,Platform fee ₹255.96 breaches the asset's IQR upper fence of ₹161.96.
ANO_7EF3BD4625,TX_D07E61A82C46,USR_04536,2026-08-13 19:44:50+05:30,ABNORMAL_FEE,fee_inr,552.67,165.72,3.33,IQR_UPPER_FENCE,Platform fee ₹552.67 breaches the asset's IQR upper fence of ₹165.72.
ANO_FEA0755147,TX_ANO_VEL_E9539EDB,USR_09923,2026-08-13 19:50:38+05:30,VELOCITY_BURST,tx_velocity_60m,10.0,5.0,2.0,TIME_WINDOW_COUNTER,"User executed 10 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_FE520E0D13,TX_732D33183D65,USR_06202,2026-08-13 20:16:31+05:30,ABNORMAL_FEE,fee_inr,371.88,169.26,2.2,IQR_UPPER_FENCE,Platform fee ₹371.88 breaches the asset's IQR upper fence of ₹169.26.
ANO_A0F9292F45,TX_43A4D47C54C8,USR_02725,2026-08-13 20:55:52+05:30,ABNORMAL_FEE,fee_inr,391.08,166.3088,2.35,IQR_UPPER_FENCE,Platform fee ₹391.08 breaches the asset's IQR upper fence of ₹166.31.
ANO_E0FAEDD1C5,TX_DA4CFD46FD7E,USR_07470,2026-08-14 00:24:58+05:30,ABNORMAL_FEE,fee_inr,438.83,161.96,2.71,IQR_UPPER_FENCE,Platform fee ₹438.83 breaches the asset's IQR upper fence of ₹161.96.
ANO_56C6B4FDF5,TX_C20C0BC5ACDC,USR_08326,2026-08-14 00:47:13+05:30,ABNORMAL_FEE,fee_inr,347.72,161.96,2.15,IQR_UPPER_FENCE,Platform fee ₹347.72 breaches the asset's IQR upper fence of ₹161.96.
ANO_30EF411D66,TX_ANO_VEL_52CE3569,USR_08782,2026-08-14 00:52:37+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_320B3E2E8E,TX_DA682FC493C9,USR_01358,2026-08-14 01:17:00+05:30,ABNORMAL_FEE,fee_inr,536.16,166.3088,3.22,IQR_UPPER_FENCE,Platform fee ₹536.16 breaches the asset's IQR upper fence of ₹166.31.
ANO_0F1131C51F,TX_06791E6CB2F3,USR_08579,2026-08-14 02:42:01+05:30,ABNORMAL_FEE,fee_inr,309.88,161.96,1.91,IQR_UPPER_FENCE,Platform fee ₹309.88 breaches the asset's IQR upper fence of ₹161.96.
ANO_48247222E0,TX_BF66C7E84804,USR_03830,2026-08-14 03:20:59+05:30,ABNORMAL_FEE,fee_inr,515.43,161.96,3.18,IQR_UPPER_FENCE,Platform fee ₹515.43 breaches the asset's IQR upper fence of ₹161.96.
ANO_CECFF59CAE,TX_8D7066605C61,USR_07336,2026-08-14 09:59:10+05:30,ABNORMAL_FEE,fee_inr,461.62,161.96,2.85,IQR_UPPER_FENCE,Platform fee ₹461.62 breaches the asset's IQR upper fence of ₹161.96.
ANO_58E9ED0DC7,TX_475E1D78FE16,USR_07585,2026-08-14 17:36:48+05:30,ABNORMAL_FEE,fee_inr,308.04,169.26,1.82,IQR_UPPER_FENCE,Platform fee ₹308.04 breaches the asset's IQR upper fence of ₹169.26.
ANO_5937498A74,TX_DF9E02470C4A,USR_03736,2026-08-14 19:01:54+05:30,ABNORMAL_FEE,fee_inr,532.28,169.26,3.14,IQR_UPPER_FENCE,Platform fee ₹532.28 breaches the asset's IQR upper fence of ₹169.26.
ANO_A8FFFA0AC1,TX_ANO_FAL_6F32A3CE,USR_06787,2026-08-14 21:31:33+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_A241CCE15C,TX_ANO_FAL_A13BB500,USR_06787,2026-08-14 21:37:33+05:30,REPEATED_FAILURES,consecutive_failures,5.0,3.0,1.67,FAILURE_STATE_MACHINE,"User encountered 5 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_99EFB1F920,TX_8C920F363DE3,USR_04132,2026-08-15 00:10:19+05:30,BASELINE_SPIKE,user_baseline_zscore,9486.93,1735.77,3.1,ROLLING_ZSCORE,"Transaction value ₹9,486.93 is 3.1σ above user's rolling historical baseline of ₹1,735.77."
ANO_D85D953AC6,TX_13B52BC51BEF,USR_07561,2026-08-15 01:48:05+05:30,ABNORMAL_FEE,fee_inr,485.82,167.3525,2.9,IQR_UPPER_FENCE,Platform fee ₹485.82 breaches the asset's IQR upper fence of ₹167.35.
ANO_2AB29F722A,TX_ANO_FAL_03936957,USR_09319,2026-08-15 10:01:47+05:30,REPEATED_FAILURES,consecutive_failures,5.0,3.0,1.67,FAILURE_STATE_MACHINE,"User encountered 5 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_55E501133A,TX_4D1DD660A385,USR_06691,2026-08-15 11:59:42+05:30,ABNORMAL_FEE,fee_inr,505.53,165.72,3.05,IQR_UPPER_FENCE,Platform fee ₹505.53 breaches the asset's IQR upper fence of ₹165.72.
ANO_46FFF19D0E,TX_64069B2369DF,USR_00017,2026-08-15 12:37:21+05:30,ABNORMAL_FEE,fee_inr,305.61,165.72,1.84,IQR_UPPER_FENCE,Platform fee ₹305.61 breaches the asset's IQR upper fence of ₹165.72.
ANO_DD9A1886A4,TX_017AE429F86C,USR_07652,2026-08-15 17:26:24+05:30,ABNORMAL_FEE,fee_inr,426.81,169.26,2.52,IQR_UPPER_FENCE,Platform fee ₹426.81 breaches the asset's IQR upper fence of ₹169.26.
ANO_555764C92F,TX_ANO_SPK_2F58C1FB,USR_02335,2026-08-15 18:16:31+05:30,BASELINE_SPIKE,user_baseline_zscore,53668.73,4500.0,19.67,ROLLING_ZSCORE,"Transaction value ₹53,668.73 is 19.7σ above user's rolling historical baseline of ₹4,500.00."
ANO_52EF108C89,TX_91EA50F19D8D,USR_03486,2026-08-15 18:57:26+05:30,BASELINE_SPIKE,user_baseline_zscore,11703.99,4003.1367,3.08,ROLLING_ZSCORE,"Transaction value ₹11,703.99 is 3.1σ above user's rolling historical baseline of ₹4,003.14."
ANO_0173CBBF03,TX_A2AA3D6A8EB4,USR_03736,2026-08-15 19:56:25+05:30,ABNORMAL_FEE,fee_inr,175.64,161.96,1.08,IQR_UPPER_FENCE,Platform fee ₹175.64 breaches the asset's IQR upper fence of ₹161.96.
ANO_4A87129A71,TX_BADED3581EA3,USR_06334,2026-08-15 20:58:25+05:30,ABNORMAL_FEE,fee_inr,382.86,169.26,2.26,IQR_UPPER_FENCE,Platform fee ₹382.86 breaches the asset's IQR upper fence of ₹169.26.
ANO_511AFC2D22,TX_23D3E8110EA0,USR_00933,2026-08-15 22:03:47+05:30,ABNORMAL_FEE,fee_inr,403.71,161.96,2.49,IQR_UPPER_FENCE,Platform fee ₹403.71 breaches the asset's IQR upper fence of ₹161.96.
ANO_E8DD16F891,TX_0D0F1E03E9EF,USR_02742,2026-08-15 23:08:23+05:30,ABNORMAL_FEE,fee_inr,480.82,165.72,2.9,IQR_UPPER_FENCE,Platform fee ₹480.82 breaches the asset's IQR upper fence of ₹165.72.
ANO_54E6ED60D1,TX_946B74756E81,USR_05405,2026-08-16 00:40:45+05:30,ABNORMAL_FEE,fee_inr,429.81,161.96,2.65,IQR_UPPER_FENCE,Platform fee ₹429.81 breaches the asset's IQR upper fence of ₹161.96.
ANO_2E5A8419AC,TX_3C897421984E,USR_04073,2026-08-16 01:51:42+05:30,BASELINE_SPIKE,user_baseline_zscore,9158.79,1105.77,3.22,ROLLING_ZSCORE,"Transaction value ₹9,158.79 is 3.2σ above user's rolling historical baseline of ₹1,105.77."
ANO_1BBD262B70,TX_A0886AC10681,USR_02325,2026-08-16 03:58:18+05:30,ABNORMAL_FEE,fee_inr,274.7,161.96,1.7,IQR_UPPER_FENCE,Platform fee ₹274.70 breaches the asset's IQR upper fence of ₹161.96.
ANO_BB41699A36,TX_87E96B30AB08,USR_01426,2026-08-16 04:14:39+05:30,BASELINE_SPIKE,user_baseline_zscore,10391.47,2854.14,3.01,ROLLING_ZSCORE,"Transaction value ₹10,391.47 is 3.0σ above user's rolling historical baseline of ₹2,854.14."
ANO_38107D2C52,TX_C36FC2398D20,USR_05996,2026-08-16 07:19:35+05:30,ABNORMAL_FEE,fee_inr,207.4,165.72,1.25,IQR_UPPER_FENCE,Platform fee ₹207.40 breaches the asset's IQR upper fence of ₹165.72.
ANO_41D59C7F8B,TX_E29573CE85F6,USR_09199,2026-08-16 12:27:15+05:30,ABNORMAL_FEE,fee_inr,476.14,169.26,2.81,IQR_UPPER_FENCE,Platform fee ₹476.14 breaches the asset's IQR upper fence of ₹169.26.
ANO_F07307A213,TX_CBFEAEEFA3C1,USR_09503,2026-08-16 13:03:07+05:30,ABNORMAL_FEE,fee_inr,493.37,165.72,2.98,IQR_UPPER_FENCE,Platform fee ₹493.37 breaches the asset's IQR upper fence of ₹165.72.
ANO_E53336EC4B,TX_ANO_FAL_76D73BCA,USR_07911,2026-08-16 14:19:00+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_0C355CA5AD,TX_FCB076ABC94C,USR_08520,2026-08-16 15:44:04+05:30,ABNORMAL_FEE,fee_inr,460.16,166.3088,2.77,IQR_UPPER_FENCE,Platform fee ₹460.16 breaches the asset's IQR upper fence of ₹166.31.
ANO_A11A7BD8CE,TX_BDBAD47D24BD,USR_04667,2026-08-16 20:43:12+05:30,ABNORMAL_FEE,fee_inr,300.6,169.26,1.78,IQR_UPPER_FENCE,Platform fee ₹300.60 breaches the asset's IQR upper fence of ₹169.26.
ANO_2BE5BF8B22,TX_ANO_FAL_05E393DE,USR_09074,2026-08-17 02:53:53+05:30,REPEATED_FAILURES,consecutive_failures,6.0,3.0,2.0,FAILURE_STATE_MACHINE,"User encountered 6 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_40A03FAE3B,TX_ANO_FAL_A57CAE01,USR_05813,2026-08-17 04:00:33+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_BCA86FBE81,TX_DC01FABFC7F6,USR_07905,2026-08-17 09:30:33+05:30,ABNORMAL_FEE,fee_inr,499.23,167.3525,2.98,IQR_UPPER_FENCE,Platform fee ₹499.23 breaches the asset's IQR upper fence of ₹167.35.
ANO_E1CA8E6A56,TX_ANO_WTH_6F239222,USR_07388,2026-08-17 12:16:31+05:30,RAPID_PASS_THROUGH,pass_through_minutes,4.0,15.0,3.75,STATE_TRANSITION_TIMING,"Rapid pass-through: Withdrawal of ₹243,595.31 requested just 4.0m after fiat deposit of ₹243,595.31 with zero trading activity."
ANO_0967E2A5E5,TX_7CA75D4770A4,USR_03098,2026-08-17 12:33:37+05:30,BASELINE_SPIKE,user_baseline_zscore,10372.77,2244.42,3.25,ROLLING_ZSCORE,"Transaction value ₹10,372.77 is 3.3σ above user's rolling historical baseline of ₹2,244.42."
ANO_0746EB86DF,TX_0E30CE9448A9,USR_02254,2026-08-17 14:01:12+05:30,ABNORMAL_FEE,fee_inr,444.6,161.96,2.75,IQR_UPPER_FENCE,Platform fee ₹444.60 breaches the asset's IQR upper fence of ₹161.96.
ANO_C91948B06A,TX_9A86C6BB9D62,USR_05203,2026-08-17 15:46:18+05:30,ABNORMAL_FEE,fee_inr,352.03,166.3088,2.12,IQR_UPPER_FENCE,Platform fee ₹352.03 breaches the asset's IQR upper fence of ₹166.31.
ANO_781BC214AE,TX_01F17F40CB79,USR_09270,2026-08-17 16:17:10+05:30,ABNORMAL_FEE,fee_inr,420.43,169.26,2.48,IQR_UPPER_FENCE,Platform fee ₹420.43 breaches the asset's IQR upper fence of ₹169.26.
ANO_DD77BC5908,TX_9411DCC8D8C3,USR_00136,2026-08-17 17:03:32+05:30,BASELINE_SPIKE,user_baseline_zscore,87136.02,41980.2241,3.01,ROLLING_ZSCORE,"Transaction value ₹87,136.02 is 3.0σ above user's rolling historical baseline of ₹41,980.22."
ANO_C78A9C4180,TX_4402A1B81A45,USR_06458,2026-08-17 17:40:50+05:30,ABNORMAL_FEE,fee_inr,390.49,164.06,2.38,IQR_UPPER_FENCE,Platform fee ₹390.49 breaches the asset's IQR upper fence of ₹164.06.
ANO_A2C514F031,TX_954C4C6099C4,USR_03736,2026-08-17 19:54:20+05:30,ABNORMAL_FEE,fee_inr,315.48,169.26,1.86,IQR_UPPER_FENCE,Platform fee ₹315.48 breaches the asset's IQR upper fence of ₹169.26.
ANO_D47C96BDE0,TX_F7D9027EF951,USR_08302,2026-08-17 22:45:30+05:30,ABNORMAL_FEE,fee_inr,403.77,166.3088,2.43,IQR_UPPER_FENCE,Platform fee ₹403.77 breaches the asset's IQR upper fence of ₹166.31.
ANO_865DFECC84,TX_D2EF707DE7B4,USR_03411,2026-08-17 23:18:37+05:30,ABNORMAL_FEE,fee_inr,406.67,165.72,2.45,IQR_UPPER_FENCE,Platform fee ₹406.67 breaches the asset's IQR upper fence of ₹165.72.
ANO_4E0E4336D3,TX_920444048F17,USR_06035,2026-08-18 00:47:04+05:30,ABNORMAL_FEE,fee_inr,723.82,161.96,4.47,IQR_UPPER_FENCE,Platform fee ₹723.82 breaches the asset's IQR upper fence of ₹161.96.
ANO_2F4B6217A3,TX_ANO_VEL_54792EAE,USR_07595,2026-08-18 05:44:42+05:30,VELOCITY_BURST,tx_velocity_60m,6.0,5.0,1.2,TIME_WINDOW_COUNTER,"User executed 6 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_535CC87D23,TX_293AF3E17443,USR_02195,2026-08-18 06:26:25+05:30,ABNORMAL_FEE,fee_inr,186.0,164.06,1.13,IQR_UPPER_FENCE,Platform fee ₹186.00 breaches the asset's IQR upper fence of ₹164.06.
ANO_171C89ADB6,TX_FAAE994639C1,USR_02205,2026-08-18 07:25:16+05:30,ABNORMAL_FEE,fee_inr,205.43,169.26,1.21,IQR_UPPER_FENCE,Platform fee ₹205.43 breaches the asset's IQR upper fence of ₹169.26.
ANO_FC9AA4F780,TX_DF9E75A4324E,USR_08444,2026-08-18 12:48:09+05:30,ABNORMAL_FEE,fee_inr,549.47,167.3525,3.28,IQR_UPPER_FENCE,Platform fee ₹549.47 breaches the asset's IQR upper fence of ₹167.35.
ANO_1E9CCC4018,TX_09DAE7289AD9,USR_02589,2026-08-18 12:55:43+05:30,ABNORMAL_FEE,fee_inr,454.13,169.26,2.68,IQR_UPPER_FENCE,Platform fee ₹454.13 breaches the asset's IQR upper fence of ₹169.26.
ANO_CBB1339A56,TX_ANO_SPK_B4CEFDF1,USR_09014,2026-08-18 14:54:10+05:30,BASELINE_SPIKE,user_baseline_zscore,48411.79,4306.945,17.64,ROLLING_ZSCORE,"Transaction value ₹48,411.79 is 17.6σ above user's rolling historical baseline of ₹4,306.94."
ANO_AA74451AAE,TX_5A799AD32E73,USR_02478,2026-08-18 16:12:49+05:30,ABNORMAL_FEE,fee_inr,336.93,169.26,1.99,IQR_UPPER_FENCE,Platform fee ₹336.93 breaches the asset's IQR upper fence of ₹169.26.
ANO_E0C5A52C7A,TX_EE49998C89E8,USR_09663,2026-08-18 16:13:26+05:30,ABNORMAL_FEE,fee_inr,595.99,161.96,3.68,IQR_UPPER_FENCE,Platform fee ₹595.99 breaches the asset's IQR upper fence of ₹161.96.
ANO_89D85D2428,TX_D2A7013E60B5,USR_07517,2026-08-18 16:44:53+05:30,ABNORMAL_FEE,fee_inr,425.89,169.26,2.52,IQR_UPPER_FENCE,Platform fee ₹425.89 breaches the asset's IQR upper fence of ₹169.26.
ANO_CDC2798FBD,TX_592C0389143C,USR_04520,2026-08-18 17:26:40+05:30,ABNORMAL_FEE,fee_inr,447.33,167.3525,2.67,IQR_UPPER_FENCE,Platform fee ₹447.33 breaches the asset's IQR upper fence of ₹167.35.
ANO_AA4386614D,TX_D3BDDF020F06,USR_08910,2026-08-19 05:20:45+05:30,ABNORMAL_FEE,fee_inr,450.48,166.3088,2.71,IQR_UPPER_FENCE,Platform fee ₹450.48 breaches the asset's IQR upper fence of ₹166.31.
ANO_4B8FBFD896,TX_548508EBADD5,USR_09503,2026-08-19 10:12:02+05:30,ABNORMAL_FEE,fee_inr,637.49,161.96,3.94,IQR_UPPER_FENCE,Platform fee ₹637.49 breaches the asset's IQR upper fence of ₹161.96.
ANO_E01C02832B,TX_955FA4F37BE0,USR_02242,2026-08-19 11:01:19+05:30,ABNORMAL_FEE,fee_inr,481.59,166.3088,2.9,IQR_UPPER_FENCE,Platform fee ₹481.59 breaches the asset's IQR upper fence of ₹166.31.
ANO_41A4911B78,TX_2FF989CAAC04,USR_09983,2026-08-19 13:50:33+05:30,ABNORMAL_FEE,fee_inr,272.56,161.96,1.68,IQR_UPPER_FENCE,Platform fee ₹272.56 breaches the asset's IQR upper fence of ₹161.96.
ANO_F59DCD638E,TX_0CF6CD8BC17D,USR_03826,2026-08-19 14:58:18+05:30,ABNORMAL_FEE,fee_inr,486.2,166.3088,2.92,IQR_UPPER_FENCE,Platform fee ₹486.20 breaches the asset's IQR upper fence of ₹166.31.
ANO_5694A1E3FB,TX_ANO_VEL_A18D24E7,USR_01750,2026-08-19 15:04:16+05:30,VELOCITY_BURST,tx_velocity_60m,11.0,5.0,2.2,TIME_WINDOW_COUNTER,"User executed 11 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_3318D5B07C,TX_047CF726C459,USR_03765,2026-08-19 15:51:24+05:30,ABNORMAL_FEE,fee_inr,329.94,166.3088,1.98,IQR_UPPER_FENCE,Platform fee ₹329.94 breaches the asset's IQR upper fence of ₹166.31.
ANO_415295CF01,TX_5D427BF6AAF2,USR_09399,2026-08-19 21:30:24+05:30,ABNORMAL_FEE,fee_inr,336.5,169.26,1.99,IQR_UPPER_FENCE,Platform fee ₹336.50 breaches the asset's IQR upper fence of ₹169.26.
ANO_253CD51D1D,TX_ANO_FAL_2079C7DA,USR_00464,2026-08-19 23:06:11+05:30,REPEATED_FAILURES,consecutive_failures,5.0,3.0,1.67,FAILURE_STATE_MACHINE,"User encountered 5 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_87DFBE9B32,TX_B2B5BD691C11,USR_09801,2026-08-20 00:59:18+05:30,ABNORMAL_FEE,fee_inr,499.01,166.3088,3.0,IQR_UPPER_FENCE,Platform fee ₹499.01 breaches the asset's IQR upper fence of ₹166.31.
ANO_0D63B3F032,TX_7F16E642AD99,USR_03014,2026-08-20 01:26:05+05:30,ABNORMAL_FEE,fee_inr,225.51,166.3088,1.36,IQR_UPPER_FENCE,Platform fee ₹225.51 breaches the asset's IQR upper fence of ₹166.31.
ANO_3381289B4C,TX_FC506A7C0C3D,USR_05385,2026-08-20 12:53:48+05:30,ABNORMAL_FEE,fee_inr,391.51,169.26,2.31,IQR_UPPER_FENCE,Platform fee ₹391.51 breaches the asset's IQR upper fence of ₹169.26.
ANO_F519844A0C,TX_493870CBCCA3,USR_05278,2026-08-20 14:01:01+05:30,ABNORMAL_FEE,fee_inr,478.87,167.3525,2.86,IQR_UPPER_FENCE,Platform fee ₹478.87 breaches the asset's IQR upper fence of ₹167.35.
ANO_E6EDCC8923,TX_23F65987B0CA,USR_02165,2026-08-20 15:02:36+05:30,ABNORMAL_FEE,fee_inr,616.89,169.26,3.64,IQR_UPPER_FENCE,Platform fee ₹616.89 breaches the asset's IQR upper fence of ₹169.26.
ANO_32FE5EA1D9,TX_ANO_VEL_5F7EEBA7,USR_01948,2026-08-20 18:40:05+05:30,VELOCITY_BURST,tx_velocity_60m,10.0,5.0,2.0,TIME_WINDOW_COUNTER,"User executed 10 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_17DBCA5378,TX_674B1B539817,USR_02646,2026-08-20 19:29:33+05:30,ABNORMAL_FEE,fee_inr,599.43,169.26,3.54,IQR_UPPER_FENCE,Platform fee ₹599.43 breaches the asset's IQR upper fence of ₹169.26.
ANO_CEC74351A3,TX_20C470031C6B,USR_02181,2026-08-20 19:41:04+05:30,ABNORMAL_FEE,fee_inr,194.05,167.3525,1.16,IQR_UPPER_FENCE,Platform fee ₹194.05 breaches the asset's IQR upper fence of ₹167.35.
ANO_DF12812921,TX_E9A60E717C4E,USR_08579,2026-08-20 23:26:05+05:30,ABNORMAL_FEE,fee_inr,274.26,169.26,1.62,IQR_UPPER_FENCE,Platform fee ₹274.26 breaches the asset's IQR upper fence of ₹169.26.
ANO_FC5F322CAE,TX_73155759F158,USR_01228,2026-08-21 01:38:25+05:30,ABNORMAL_FEE,fee_inr,339.39,161.96,2.1,IQR_UPPER_FENCE,Platform fee ₹339.39 breaches the asset's IQR upper fence of ₹161.96.
