market_symbol,asset_id,date_key,timestamp,price,high,low,volume_24h,change_24h_pct,bid,ask
WAVESINR,WAVES,20260920,2026-09-20 17:21:08+05:30,26.044,27.399,26.044,34546.5657,-4.0312,26.044,26.752
WIFINR,WIF,20260920,2026-09-20 17:21:08+05:30,19.675,21.591,19.46,171401.2711,-7.5597,19.571,19.761
WLDINR,WLD,20260920,2026-09-20 17:21:08+05:30,41.919,44.029,41.347,206329.2354,-2.6837,41.551,42.25
ZROINR,ZRO,20260920,2026-09-20 17:21:08+05:30,107.53,115.35,105.95,32485.551,-6.7794,104.2,107.57
ACHINR,ACH,20260920,2026-09-20 17:21:08+05:30,0.5765,0.6135,0.5607,65308.1408,-6.2754,0.5613,0.5787
AXSINR,AXS,20260920,2026-09-20 17:21:08+05:30,98.4,102.55,96.11,358840.0806,-2.381,97.2,98.68
ETHINR,ETH,20260920,2026-09-20 17:21:08+05:30,256076.5,263308.8,253346.6,21645844.6514,-2.447,255700.0,256056.3
FIDAINR,FIDA,20260920,2026-09-20 17:21:08+05:30,2.0365,2.138,1.9902,263144.8149,0.7819,2.0118,2.0413
FTTINR,FTT,20260920,2026-09-20 17:21:08+05:30,21.108,21.546,20.455,69151.6762,-0.8781,20.547,21.235
IQINR,IQ,20260920,2026-09-20 17:21:08+05:30,0.0846,0.09,0.0843,6499.4198,-1.3419,0.0841,0.0876
LIGHTINR,LIGHT,20260920,2026-09-20 17:21:08+05:30,16.101,17.383,16.004,233155.4939,-6.6555,16.135,16.409
LRCINR,LRC,20260920,2026-09-20 17:21:08+05:30,0.901,0.979,0.88,379362.3451,-4.6561,0.88,0.903
MEINR,ME,20260920,2026-09-20 17:21:08+05:30,6.8235,7.0037,6.8235,26698.8732,-0.2587,6.4786,6.7251
PENGUINR,PENGU,20260920,2026-09-20 17:21:08+05:30,0.7551,0.8312,0.75,891084.7113,-4.4335,0.7543,0.7551
SAGAINR,SAGA,20260920,2026-09-20 17:21:08+05:30,2.8948,2.926,2.45,1737044.0051,9.0074,2.8515,2.8999
SLPINR,SLP,20260920,2026-09-20 17:21:08+05:30,0.0639,0.0663,0.0639,11482.9649,-1.8285,0.0616,0.0639
SPELLINR,SPELL,20260920,2026-09-20 17:21:08+05:30,0.0087,0.0088,0.0084,471929.5291,1.7834,0.0085,0.0087
SUPERINR,SUPER,20260920,2026-09-20 17:21:08+05:30,13.566,14.297,13.074,95403.1586,-1.5601,13.128,13.557
TIAINR,TIA,20260920,2026-09-20 17:21:08+05:30,40.22,42.96,39.958,344668.4364,-1.9024,40.375,41.537
VINEINR,VINE,20260920,2026-09-20 17:21:08+05:30,0.767,0.787,0.723,127022.9601,-0.3896,0.763,0.775
ARKMINR,ARKM,20260920,2026-09-20 17:21:08+05:30,10.662,11.254,10.605,183870.1128,-3.275,10.618,10.961
ATHINR,ATH,20260920,2026-09-20 17:21:08+05:30,0.5217,0.5485,0.5056,111118.7703,0.3173,0.5192,0.5253
BANANAINR,BANANA,20260920,2026-09-20 17:21:08+05:30,398.92,406.5,389.39,12705.6598,-1.6081,382.84,395.79
BANINR,BAN,20260920,2026-09-20 17:21:08+05:30,6.457,6.786,6.332,62915.246,-3.0189,6.367,6.507
DGBINR,DGB,20260920,2026-09-20 17:21:08+05:30,0.4149,0.4408,0.4126,39522.0385,-4.6426,0.4181,0.4325
DOTINR,DOT,20260920,2026-09-20 17:21:08+05:30,109.706,113.5,106.661,1481741.0781,-3.3419,109.161,110.146
EMTINR,EMT,20260920,2026-09-20 17:21:08+05:30,0.0399,0.0404,0.0389,65231.4955,-1.9656,0.039,0.0398
HIPPOINR,HIPPO,20260920,2026-09-20 17:21:08+05:30,0.0118,0.0124,0.0115,335679.2439,-4.2345,0.0118,0.0121
HMSTRINR,HMSTR,20260920,2026-09-20 17:21:08+05:30,0.0165,0.0171,0.0161,132791.0839,-3.1221,0.0162,0.0165
MEMEINR,MEME,20260920,2026-09-20 17:21:08+05:30,0.0557,0.058,0.0545,229919.3887,0.6141,0.0545,0.0557
MEWINR,MEW,20260920,2026-09-20 17:21:08+05:30,0.0415,0.0422,0.0411,20494.9846,-1.5869,0.0411,0.0416
MLNINR,MLN,20260920,2026-09-20 17:21:08+05:30,128.094,139.0,128.0,65791.7302,-1.742,128.01,133.575
NEXOINR,NEXO,20260920,2026-09-20 17:21:08+05:30,84.58,84.58,82.46,519.2199,0.0,80.26,84.44
ORCAINR,ORCA,20260920,2026-09-20 17:21:08+05:30,137.11,145.95,137.11,9905.8248,-3.7419,137.11,141.1
OSMOINR,OSMO,20260920,2026-09-20 17:21:08+05:30,3.382,3.626,3.382,39541.9804,-5.0,3.388,3.507
RAYINR,RAY,20260920,2026-09-20 17:21:08+05:30,159.471,186.998,157.774,963530.6738,-12.6727,159.992,161.666
SHIBINR,SHIB,20260920,2026-09-20 17:21:08+05:30,0.0005,0.0006,0.0005,3786086.4121,-1.3856,0.0005,0.0005
SUPRAINR,SUPRA,20260920,2026-09-20 17:21:08+05:30,0.0167,0.0175,0.0162,40332.5175,-0.751,0.0162,0.0165
SXTINR,SXT,20260920,2026-09-20 17:21:08+05:30,0.8139,0.8793,0.7888,100573.0735,-1.2377,0.8139,0.8441
TNSRINR,TNSR,20260920,2026-09-20 17:21:08+05:30,3.516,3.668,3.44,105665.8628,-1.8425,3.441,3.495
WINR,W,20260920,2026-09-20 17:21:08+05:30,1.0805,1.1293,1.075,82866.583,-1.0712,1.075,1.09
XTZINR,XTZ,20260920,2026-09-20 17:21:08+05:30,33.003,39.0,27.825,1084489.0899,-1.9839,33.154,34.173
ZILINR,ZIL,20260920,2026-09-20 17:21:08+05:30,0.3621,0.4551,0.3185,3712515.0315,15.7239,0.3621,0.3765
ETHUSDT,ETH,20260920,2026-09-20 17:21:08+05:30,2577.85,2668.0,2564.33,488761144.7663,-2.372,2577.85,2577.86
BDXINR,BDX,20260920,2026-09-20 17:21:08+05:30,7.6465,7.6472,7.4507,29118.4057,2.6279,7.5,7.6407
BSVINR,BSV,20260920,2026-09-20 17:21:08+05:30,1685.729,1730.982,1654.874,66134.5736,-2.0637,1635.208,1690.0
CKBINR,CKB,20260920,2026-09-20 17:21:08+05:30,0.12,0.136,0.12,335385.2582,-1.1125,0.118,0.1197
CRVINR,CRV,20260920,2026-09-20 17:21:08+05:30,32.542,34.74,32.451,48410.1826,-5.4754,32.595,33.578
FLOKIINR,FLOKI,20260920,2026-09-20 17:21:08+05:30,0.0025,0.0027,0.0025,843804.7652,-3.0335,0.0025,0.0025
GMMTINR,GMMT,20260920,2026-09-20 17:21:08+05:30,0.152,0.154,0.148,79215.3738,-0.6536,0.15,0.152
HOOKINR,HOOK,20260920,2026-09-20 17:21:08+05:30,0.4188,0.4251,0.37,77782.4975,2.8487,0.3997,0.4188
HYPEINR,HYPE,20260920,2026-09-20 17:21:08+05:30,8996.17,9289.78,8943.92,2738206.6697,-2.5178,8991.43,9049.99
LCXINR,LCX,20260920,2026-09-20 17:21:08+05:30,3.16,3.29,3.02,329634.6148,0.6369,3.07,3.16
MAVIAINR,MAVIA,20260920,2026-09-20 17:21:08+05:30,3.041,3.193,3.038,101174.7971,-1.2342,3.017,3.111
MOODENGINR,MOODENG,20260920,2026-09-20 17:21:08+05:30,4.246,4.648,4.173,183319.5896,-5.0112,4.209,4.268
MYROINR,MYRO,20260920,2026-09-20 17:21:08+05:30,0.2231,0.2231,0.2176,33783.538,2.2925,0.2177,0.2222
NIBIINR,NIBI,20260920,2026-09-20 17:21:08+05:30,0.049,0.0498,0.0481,10328.6143,-1.1301,0.0475,0.0493
SANTOSINR,SANTOS,20260920,2026-09-20 17:21:08+05:30,51.46,51.46,51.18,5528.4359,0.5471,41.66,50.93
STRKINR,STRK,20260920,2026-09-20 17:21:08+05:30,4.485,4.781,4.096,1542224.8607,0.7186,4.495,4.606
SUSHIINR,SUSHI,20260920,2026-09-20 17:21:08+05:30,23.303,25.67,22.151,373120.3457,-6.6012,23.401,24.148
TWTINR,TWT,20260920,2026-09-20 17:21:08+05:30,55.359,57.989,55.233,29360.5917,-2.3651,55.064,56.755
UMAINR,UMA,20260920,2026-09-20 17:21:08+05:30,37.8,39.08,37.13,145163.0941,-1.1248,36.56,37.8
WININR,WIN,20260920,2026-09-20 17:21:08+05:30,0.0038,0.004,0.0038,58868.0939,-6.7152,0.0038,0.0039
XAIINR,XAI,20260920,2026-09-20 17:21:08+05:30,0.7142,0.767,0.7136,43673.5748,-6.3835,0.7188,0.7319
XDBINR,XDB,20260920,2026-09-20 17:21:08+05:30,0.0073,0.0077,0.007,157419.3888,3.3098,0.007,0.0072
ACXINR,ACX,20260920,2026-09-20 17:21:08+05:30,4.3008,4.4865,4.3008,2702.046,-1.4956,4.2876,4.4028
ALICEINR,ALICE,20260920,2026-09-20 17:21:08+05:30,13.2,14.118,13.126,65900.8965,-3.748,13.127,13.476
AMPINR,AMP,20260920,2026-09-20 17:21:08+05:30,0.0455,0.0468,0.0452,104263.4634,-1.3015,0.0442,0.0457
BNTINR,BNT,20260920,2026-09-20 17:21:08+05:30,31.896,32.895,31.896,1127.9539,-3.0369,31.071,31.635
BONKINR,BONK,20260920,2026-09-20 17:21:08+05:30,0.0003,0.0003,0.0003,743417.3655,-1.5947,0.0003,0.0003
CCDINR,CCD,20260920,2026-09-20 17:21:08+05:30,0.3182,0.326,0.307,36544.4973,1.538,0.32,0.3239
DAOINR,DAO,20260920,2026-09-20 17:21:08+05:30,2.291,2.3169,2.1943,35318.8901,0.21,2.2207,2.285
DODOINR,DODO,20260920,2026-09-20 17:21:08+05:30,1.7434,1.8572,1.7289,7821.0139,-5.93,1.7542,1.8161
GRASSINR,GRASS,20260920,2026-09-20 17:21:08+05:30,34.437,36.3,33.608,170681.3514,-0.1971,34.312,34.999
INJINR,INJ,20260920,2026-09-20 17:21:08+05:30,756.88,829.13,726.35,2376400.1803,-2.4803,757.01,770.76
LATINR,LAT,20260920,2026-09-20 17:21:08+05:30,0.0521,0.0575,0.0484,202065.7478,-0.6864,0.049,0.0518
LPTINR,LPT,20260920,2026-09-20 17:21:08+05:30,152.31,165.07,147.97,155157.8297,-4.2136,152.82,157.28
MUBARAKINR,MUBARAK,20260920,2026-09-20 17:21:08+05:30,3.2016,3.2507,3.0692,138857.1885,1.7997,3.1861,3.2613
NMRINR,NMR,20260920,2026-09-20 17:21:08+05:30,913.1,938.5,881.2,28653.2059,-1.4782,884.6,902.5
OGINR,OG,20260920,2026-09-20 17:21:08+05:30,262.14,282.41,262.14,55054.4811,-7.1775,262.14,272.8
PIXELINR,PIXEL,20260920,2026-09-20 17:21:08+05:30,0.5044,0.5248,0.4907,77008.7873,-3.8872,0.4902,0.5056
PORTALINR,PORTAL,20260920,2026-09-20 17:21:08+05:30,1.8552,1.94,1.83,340767.5606,-1.8517,1.8557,1.8837
REZINR,REZ,20260920,2026-09-20 17:21:08+05:30,0.3495,0.3837,0.347,87219.0194,-7.3192,0.3426,0.3512
SWCHINR,SWCH,20260920,2026-09-20 17:21:08+05:30,3.158,3.193,2.998,32155.7099,-1.0961,3.0,3.092
WLFIINR,WLFI,20260920,2026-09-20 17:21:08+05:30,5.68,5.922,5.666,48427.5872,-2.069,5.68,5.816
XRINR,XR,20260920,2026-09-20 17:21:08+05:30,0.3475,0.3557,0.3475,54852.2831,-0.9465,0.3475,0.3517
ACTINR,ACT,20260920,2026-09-20 17:21:08+05:30,1.018,1.059,0.988,169695.191,-1.6425,0.997,1.018
AKTINR,AKT,20260920,2026-09-20 17:21:08+05:30,54.675,58.063,53.614,430017.4463,-3.9374,53.911,54.545
AVAXINR,AVAX,20260920,2026-09-20 17:21:08+05:30,1006.69,1074.45,901.68,5976697.2659,8.6868,1002.63,1014.62
BELINR,BEL,20260920,2026-09-20 17:21:08+05:30,12.071,12.328,11.905,5726.2521,-1.4129,11.654,12.048
CGPTINR,CGPT,20260920,2026-09-20 17:21:08+05:30,1.95,2.0447,1.95,28413.5256,-4.4633,1.9401,1.975
COOKIEINR,COOKIE,20260920,2026-09-20 17:21:08+05:30,1.02,1.145,1.02,383926.0187,-6.5934,1.02,1.055
DEFIINR,DEFI,20260920,2026-09-20 17:21:08+05:30,0.0112,0.0114,0.0111,161179.3358,-0.4601,0.0111,0.0112
DMTRINR,DMTR,20260920,2026-09-20 17:21:08+05:30,0.8962,0.9411,0.8666,263851.3464,0.4157,0.8772,0.9073
GALAINR,GALA,20260920,2026-09-20 17:21:08+05:30,0.1861,0.1958,0.1834,1364307.4615,-2.9464,0.1845,0.1866
GNOINR,GNO,20260920,2026-09-20 17:21:08+05:30,11799.0,12042.0,11599.0,45698.8226,1.2268,11412.0,11799.0
NXPCINR,NXPC,20260920,2026-09-20 17:21:08+05:30,22.3177,22.6709,22.3177,9260.6033,0.3941,21.3895,22.2007
ONGINR,ONG,20260920,2026-09-20 17:21:08+05:30,8.7419,9.43,7.7838,1211917.0146,8.1396,8.521,8.8321
QNTINR,QNT,20260920,2026-09-20 17:21:08+05:30,6202.9,6615.3,6202.9,70262.1944,-2.3458,6216.9,6400.0
SPXINR,SPX,20260920,2026-09-20 17:21:08+05:30,44.757,49.436,44.584,700360.1579,-9.1819,44.852,45.499
SUNDOGINR,SUNDOG,20260920,2026-09-20 17:21:08+05:30,0.271,0.294,0.255,261102.2778,2.6515,0.271,0.279
TFUELINR,TFUEL,20260920,2026-09-20 17:21:08+05:30,0.9816,1.0604,0.9549,587902.385,-3.2525,0.9777,1.0106
USDTINR,USDT,20260920,2026-09-20 17:21:08+05:30,99.07,99.99,98.27,184152584.3532,-0.4522,99.07,99.1
WENSOLINR,WENSOL,20260920,2026-09-20 17:21:08+05:30,0.0008,0.0009,0.0008,228011.6445,-3.1317,0.0008,0.0008
ZETAINR,ZETA,20260920,2026-09-20 17:21:08+05:30,3.72,4.067,3.72,30335.3547,-4.6154,3.72,3.821
ZKINR,ZK,20260920,2026-09-20 17:21:08+05:30,1.174,1.22,1.045,226941.4125,4.078,1.138,1.175
ALEXINR,ALEX,20260920,2026-09-20 17:21:08+05:30,0.4562,0.4889,0.4106,440756.5389,14.0475,0.4564,0.4682
ALGOINR,ALGO,20260920,2026-09-20 17:21:08+05:30,10.219,10.986,9.703,1046114.5108,2.4872,10.001,10.219
AVAILINR,AVAIL,20260920,2026-09-20 17:21:08+05:30,0.2141,0.2189,0.212,29893.1366,0.3845,0.2139,0.2189
BLURINR,BLUR,20260920,2026-09-20 17:21:08+05:30,1.8474,1.9297,1.7923,49301.9369,-0.517,1.7873,1.8488
BRETTINR,BRETT,20260920,2026-09-20 17:21:08+05:30,0.506,0.554,0.5045,388071.0213,-1.5142,0.5061,0.52
CETUSINR,CETUS,20260920,2026-09-20 17:21:08+05:30,2.2945,2.4843,2.2945,429298.7013,1.4996,2.3024,2.372
CHILLGUYINR,CHILLGUY,20260920,2026-09-20 17:21:08+05:30,1.3505,1.474,1.3246,1291498.8949,-6.8299,1.33,1.352
EIGENINR,EIGEN,20260920,2026-09-20 17:21:08+05:30,22.916,24.1,22.788,26402.9307,-3.7143,22.318,22.697
EWTINR,EWT,20260920,2026-09-20 17:21:08+05:30,29.999,30.555,28.9017,55377.6404,1.3733,29.9748,30.555
FILINR,FIL,20260920,2026-09-20 17:21:08+05:30,95.02,113.33,93.35,2051013.9392,-3.7577,93.92,95.32
FISINR,FIS,20260920,2026-09-20 17:21:08+05:30,0.1585,0.1823,0.15,428608.4835,1.0842,0.154,0.1591
HYPERINR,HYPER,20260920,2026-09-20 17:21:08+05:30,7.177,7.398,7.105,32238.8338,0.3776,6.802,7.02
ICPINR,ICP,20260920,2026-09-20 17:21:08+05:30,272.64,294.09,266.71,1337696.6872,-4.9505,271.63,277.04
IDEXINR,IDEX,20260920,2026-09-20 17:21:08+05:30,0.0923,0.0931,0.0864,17904.7935,0.1085,0.0893,0.0927
LINKINR,LINK,20260920,2026-09-20 17:21:08+05:30,1194.0,1262.83,1173.7,1710981.1941,-4.9469,1188.89,1194.0
MASKINR,MASK,20260920,2026-09-20 17:21:08+05:30,45.7,47.84,44.5,24480.4106,-3.9916,44.31,45.54
METISINR,METIS,20260920,2026-09-20 17:21:08+05:30,303.5,326.5,303.3,58172.7793,-7.0444,303.9,315.1
NAKAINR,NAKA,20260920,2026-09-20 17:21:08+05:30,7.5707,8.0,7.2401,476062.2001,-0.4183,7.5724,7.8523
ORDIINR,ORDI,20260920,2026-09-20 17:21:08+05:30,444.47,481.97,440.0,177129.014,-4.4089,434.25,446.06
PHAINR,PHA,20260920,2026-09-20 17:21:08+05:30,3.538,3.699,3.384,585308.4454,4.3966,3.58,3.612
PLUMEINR,PLUME,20260920,2026-09-20 17:21:08+05:30,1.3265,1.4642,1.2325,267290.3471,-7.0362,1.2906,1.3389
SOLVINR,SOLV,20260920,2026-09-20 17:21:08+05:30,0.4355,0.47,0.4056,80044.6726,7.3718,0.43,0.4375
TRBINR,TRB,20260920,2026-09-20 17:21:08+05:30,1706.6,1913.7,1704.6,229862.3654,-7.7514,1716.4,1764.8
WODINR,WOD,20260920,2026-09-20 17:21:08+05:30,0.3196,0.3407,0.3134,47947.4642,1.3638,0.3156,0.3185
YFIINR,YFI,20260920,2026-09-20 17:21:08+05:30,215757.0,226681.0,213101.0,251826.8575,-4.1267,212013.0,216353.0
