incident_id,anomaly_id,transaction_id,user_id,created_at,severity,likelihood,exposure_inr,priority_score,priority_band,rationale,recommendation,status
INC_08784A2495,ANO_D23F3EA2D3,TX_ANO_FAL_AC39B825,USR_06832,2026-08-28 05:01:27+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_E418C64AC4,ANO_FD72D7865C,TX_ANO_FAL_2B40731E,USR_07403,2026-09-01 03:16:10+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_F6D24EC1B2,ANO_003D89E1CD,TX_ANO_FAL_C48D4458,USR_02711,2026-09-02 10:42:08+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_2C8EE2704E,ANO_212404EA77,TX_ANO_FAL_69ACEFF1,USR_01065,2026-09-04 16:57:09+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_D5983C114B,ANO_4E672FC17A,TX_ANO_FAL_50C7579E,USR_01064,2026-09-10 10:34:19+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_8547C26FB8,ANO_245E13C19A,TX_ANO_FAL_9CA24F3D,USR_01494,2026-09-11 16:15:44+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_C23CF7C6E1,ANO_7E3C2CBDF2,TX_ANO_FAL_A1933684,USR_08320,2026-09-16 12:53:53+05:30,3,4,10000.0,110.53,P2,"P2 HIGH: Elevated risk anomaly with notable score 110.5 and exposure ₹10,000.00.",Inspect payment gateway integration status; notify customer support; check for credential brute forcing.,OPEN
INC_B85E2C41A2,ANO_434893D96C,TX_ANO_FEE_07749401,USR_03857,2026-09-02 14:00:22+05:30,2,4,21066.2,79.64,P3,P3 MEDIUM: Moderate risk exception (Score: 79.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B696BCB907,ANO_59FFAB4657,TX_ANO_FEE_C993FD5B,USR_03778,2026-09-09 16:08:53+05:30,2,4,20656.95,79.49,P3,P3 MEDIUM: Moderate risk exception (Score: 79.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_06073A2308,ANO_3C522D2B5D,TX_ANO_FEE_EAE6033F,USR_07893,2026-08-19 18:20:04+05:30,2,4,16413.65,77.65,P3,P3 MEDIUM: Moderate risk exception (Score: 77.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_AF89E2257C,ANO_D14DFDF39D,TX_ANO_FEE_6EABAAF8,USR_04709,2026-09-14 21:00:12+05:30,2,4,15104.31,76.98,P3,P3 MEDIUM: Moderate risk exception (Score: 77.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C24AF471CD,ANO_4EDA3ED070,TX_ANO_FEE_D1AB282C,USR_04204,2026-08-23 02:03:07+05:30,2,4,12906.53,75.72,P3,P3 MEDIUM: Moderate risk exception (Score: 75.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_21CD7F8006,ANO_1CA3C07949,TX_ANO_FEE_9DC3AA28,USR_09944,2026-08-11 12:32:33+05:30,2,4,10004.55,73.69,P3,P3 MEDIUM: Moderate risk exception (Score: 73.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4F1C1975BB,ANO_E412CC4C64,TX_5ABB4169B75D,USR_01162,2026-08-11 13:16:05+05:30,2,4,787.73,53.36,P3,P3 MEDIUM: Moderate risk exception (Score: 53.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_55C5505EAD,ANO_1B3EBA61FB,TX_C6C4D7661065,USR_03182,2026-08-27 21:35:08+05:30,2,4,758.08,53.06,P3,P3 MEDIUM: Moderate risk exception (Score: 53.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_1D1F107359,ANO_C6BFF2F0D1,TX_494C60A50602,USR_07784,2026-09-20 01:55:12+05:30,2,4,722.16,52.67,P3,P3 MEDIUM: Moderate risk exception (Score: 52.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4CC384B494,ANO_0707F182E8,TX_4C07173CBAC6,USR_06989,2026-09-06 20:50:43+05:30,2,4,694.07,52.35,P3,P3 MEDIUM: Moderate risk exception (Score: 52.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_43E97B7D2F,ANO_0C64BAC235,TX_91B25A42DF17,USR_04829,2026-08-19 17:19:15+05:30,2,4,693.25,52.34,P3,P3 MEDIUM: Moderate risk exception (Score: 52.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6D13C0C3D3,ANO_E933D5E0E4,TX_3E18F2CF583C,USR_05352,2026-09-15 07:50:41+05:30,2,4,690.01,52.31,P3,P3 MEDIUM: Moderate risk exception (Score: 52.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C4CE9F1E07,ANO_0A89FFA4C3,TX_999141A6057E,USR_05106,2026-08-13 18:09:28+05:30,2,4,685.67,52.25,P3,P3 MEDIUM: Moderate risk exception (Score: 52.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5A1BCB2123,ANO_03A41C6BB5,TX_E46D5885A94B,USR_04052,2026-08-08 16:17:14+05:30,2,4,673.77,52.11,P3,P3 MEDIUM: Moderate risk exception (Score: 52.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_82F42356D5,ANO_9BC7217E79,TX_C27DCDEDC123,USR_07372,2026-09-09 00:04:36+05:30,2,4,650.86,51.84,P3,P3 MEDIUM: Moderate risk exception (Score: 51.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_EF283EE0F1,ANO_4B8FBFD896,TX_548508EBADD5,USR_09503,2026-08-19 10:12:02+05:30,2,4,637.49,51.67,P3,P3 MEDIUM: Moderate risk exception (Score: 51.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8C2CEE5DDC,ANO_BC61AEE13D,TX_62F738E1B8F3,USR_06054,2026-08-14 05:09:55+05:30,2,4,636.46,51.66,P3,P3 MEDIUM: Moderate risk exception (Score: 51.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_56EF9A369C,ANO_AB893D3BCD,TX_C9DFBF4BA32D,USR_09929,2026-08-19 19:58:53+05:30,2,4,635.54,51.65,P3,P3 MEDIUM: Moderate risk exception (Score: 51.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9049D936D6,ANO_1451FAEEB1,TX_2AE9D44C158D,USR_04364,2026-08-14 11:27:08+05:30,2,4,631.66,51.6,P3,P3 MEDIUM: Moderate risk exception (Score: 51.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_071B228D2E,ANO_00C2FB0C7D,TX_B37534B2AF1D,USR_03826,2026-08-20 06:36:05+05:30,2,4,630.26,51.58,P3,P3 MEDIUM: Moderate risk exception (Score: 51.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B07B688FFC,ANO_569B6B79DA,TX_80244A29E787,USR_00394,2026-08-23 07:13:23+05:30,2,4,625.32,51.52,P3,P3 MEDIUM: Moderate risk exception (Score: 51.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F64D46D464,ANO_D60E943F81,TX_3A525236D92B,USR_06544,2026-08-11 10:51:04+05:30,2,4,624.26,51.51,P3,P3 MEDIUM: Moderate risk exception (Score: 51.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_CEAA1E74E1,ANO_1F72CC56AF,TX_E37277C2F907,USR_06019,2026-08-24 02:56:15+05:30,2,4,621.84,51.47,P3,P3 MEDIUM: Moderate risk exception (Score: 51.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_16FDBF7E51,ANO_378609495D,TX_89652C31C84A,USR_02093,2026-08-13 09:17:21+05:30,2,4,620.64,51.46,P3,P3 MEDIUM: Moderate risk exception (Score: 51.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8E954E9345,ANO_7A3A4887F8,TX_0E60B1B1C71B,USR_09938,2026-09-01 23:18:48+05:30,2,4,620.75,51.46,P3,P3 MEDIUM: Moderate risk exception (Score: 51.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_467F21D18A,ANO_2328161215,TX_A64E106F3B58,USR_03039,2026-09-18 15:05:45+05:30,2,4,618.69,51.43,P3,P3 MEDIUM: Moderate risk exception (Score: 51.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_61D4522C01,ANO_E724180E7B,TX_65299C5DAE8E,USR_05922,2026-08-02 00:05:15+05:30,2,4,612.41,51.35,P3,P3 MEDIUM: Moderate risk exception (Score: 51.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_294B0169E8,ANO_9EE24DE327,TX_33E67A2FAC27,USR_02973,2026-09-08 11:27:09+05:30,2,4,609.38,51.31,P3,P3 MEDIUM: Moderate risk exception (Score: 51.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_34EE1DA877,ANO_903EFA1968,TX_9CA0FB82D4A8,USR_06404,2026-08-19 01:18:42+05:30,2,4,603.17,51.23,P3,P3 MEDIUM: Moderate risk exception (Score: 51.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_3F332665A6,ANO_1F82D9C529,TX_45DE6C850E2D,USR_00612,2026-09-05 22:25:59+05:30,2,4,595.05,51.12,P3,P3 MEDIUM: Moderate risk exception (Score: 51.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F8865E3BCC,ANO_3B4D8A163B,TX_C99A4AEFED68,USR_04070,2026-08-19 20:13:22+05:30,2,4,588.41,51.03,P3,P3 MEDIUM: Moderate risk exception (Score: 51.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B8D588A6A9,ANO_3D67310E1A,TX_11052C3FDAE0,USR_02740,2026-08-08 17:18:58+05:30,2,4,580.19,50.92,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_ECB44ECC27,ANO_6B1EF94095,TX_9483C6A06EDE,USR_03634,2026-08-28 12:45:03+05:30,2,4,579.3,50.91,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_2458A8F9CE,ANO_387596BA31,TX_D4F43A0FACA0,USR_04443,2026-09-10 08:38:35+05:30,2,4,579.44,50.91,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B4DD38B0AB,ANO_AE104D395E,TX_8FC396583E0D,USR_09703,2026-09-01 11:25:02+05:30,2,4,578.71,50.9,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D9D581D1E8,ANO_953502860F,TX_8C9952E57BC0,USR_07370,2026-08-10 20:03:20+05:30,2,4,577.84,50.89,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B7BC469986,ANO_C53FCADA43,TX_20C153D9792E,USR_03450,2026-08-21 02:31:53+05:30,2,4,576.73,50.87,P3,P3 MEDIUM: Moderate risk exception (Score: 50.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_994C85C2CB,ANO_D5A66BA652,TX_A2C1B328CC61,USR_06544,2026-08-10 15:13:10+05:30,2,4,573.4,50.83,P3,P3 MEDIUM: Moderate risk exception (Score: 50.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_86926588F2,ANO_9D44037E23,TX_1BABC918B99D,USR_05094,2026-08-18 14:09:26+05:30,2,4,571.76,50.8,P3,P3 MEDIUM: Moderate risk exception (Score: 50.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E76BC295FF,ANO_F3A8460A15,TX_6C5608EE92E5,USR_08255,2026-08-27 16:17:59+05:30,2,4,570.56,50.79,P3,P3 MEDIUM: Moderate risk exception (Score: 50.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6DD4D56A15,ANO_0250006F17,TX_05417BFC584C,USR_06019,2026-09-18 22:34:15+05:30,2,4,569.23,50.77,P3,P3 MEDIUM: Moderate risk exception (Score: 50.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C70BC7760D,ANO_363944246A,TX_BD4578F0D587,USR_03051,2026-08-25 16:07:39+05:30,2,4,568.29,50.76,P3,P3 MEDIUM: Moderate risk exception (Score: 50.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_2BE7434B75,ANO_30EE5B0602,TX_341CF1F6803C,USR_00867,2026-08-08 23:53:18+05:30,2,4,564.88,50.71,P3,P3 MEDIUM: Moderate risk exception (Score: 50.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9A0CF8ED65,ANO_21A7EEDEFD,TX_EC9F4E5FB4ED,USR_04274,2026-09-03 14:16:42+05:30,2,4,562.12,50.67,P3,P3 MEDIUM: Moderate risk exception (Score: 50.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_41AE2B5F03,ANO_A216EF0735,TX_A287761E346F,USR_07771,2026-08-03 10:19:51+05:30,2,4,560.78,50.65,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5FC08CA8A1,ANO_413B6058E8,TX_CD0AF14F5EC4,USR_07208,2026-08-11 03:01:08+05:30,2,4,561.07,50.65,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_40E217E158,ANO_EA4F07FE7E,TX_3118598A37BF,USR_08121,2026-08-08 12:01:28+05:30,2,4,560.21,50.64,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_412D7AD064,ANO_26C0A132B6,TX_BA209ECE9965,USR_09241,2026-09-18 22:51:40+05:30,2,4,557.79,50.61,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9FF2DDB4DA,ANO_C07B7F3468,TX_03F819F7908A,USR_08096,2026-09-10 14:45:50+05:30,2,4,557.12,50.6,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_7E4FDB5586,ANO_EF3118F54C,TX_754AA1D64B2F,USR_03949,2026-08-13 10:35:03+05:30,2,4,556.32,50.59,P3,P3 MEDIUM: Moderate risk exception (Score: 50.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_40C4592335,ANO_7EF3BD4625,TX_D07E61A82C46,USR_04536,2026-08-13 19:44:50+05:30,2,4,552.67,50.53,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_189246B636,ANO_B79C1722A3,TX_4FA448BA5834,USR_00362,2026-08-21 09:55:46+05:30,2,4,550.49,50.5,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6297CEABE3,ANO_6B2BF5BD18,TX_BCB974AAC06C,USR_05288,2026-08-08 02:20:55+05:30,2,4,550.01,50.49,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_04B657F615,ANO_5206B7C958,TX_7EFEAEE10F39,USR_04705,2026-08-07 18:59:58+05:30,2,4,549.34,50.48,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C7D53ADCA9,ANO_D3EB19C6A5,TX_B4169C73871F,USR_05748,2026-08-28 21:14:38+05:30,2,4,549.21,50.48,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B35B9C9587,ANO_DFDABCC2F6,TX_35003CDDCF24,USR_03319,2026-08-31 15:18:21+05:30,2,4,548.52,50.47,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F90D0E1CE8,ANO_0BEF57331A,TX_244A17BED5F6,USR_03502,2026-09-14 09:23:32+05:30,2,4,548.26,50.47,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_7308A12A60,ANO_83100079BF,TX_DBA8F39F7A6E,USR_04070,2026-09-18 03:44:18+05:30,2,4,548.65,50.47,P3,P3 MEDIUM: Moderate risk exception (Score: 50.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E354DDF434,ANO_F790A17381,TX_97DA7170A09F,USR_03268,2026-08-13 17:41:34+05:30,2,4,542.02,50.38,P3,P3 MEDIUM: Moderate risk exception (Score: 50.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_3B8E7E2210,ANO_9A01711FB9,TX_2ADE2E2E04E9,USR_09470,2026-08-27 06:43:33+05:30,2,4,541.05,50.36,P3,P3 MEDIUM: Moderate risk exception (Score: 50.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_10C5D61192,ANO_2925F4FF9F,TX_98CFCC1D1107,USR_00280,2026-08-06 16:33:26+05:30,2,4,539.13,50.33,P3,P3 MEDIUM: Moderate risk exception (Score: 50.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5AD26ACE70,ANO_11842EB88D,TX_02E935E67F7C,USR_01470,2026-08-26 21:19:23+05:30,2,4,535.19,50.28,P3,P3 MEDIUM: Moderate risk exception (Score: 50.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C98782D20D,ANO_5937498A74,TX_DF9E02470C4A,USR_03736,2026-08-14 19:01:54+05:30,2,4,532.28,50.23,P3,P3 MEDIUM: Moderate risk exception (Score: 50.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_3177AF7E8A,ANO_A59E022E8D,TX_770BB53D479A,USR_03473,2026-08-22 18:08:16+05:30,2,4,530.74,50.21,P3,P3 MEDIUM: Moderate risk exception (Score: 50.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9308309866,ANO_AD69AAC073,TX_D528F53F0636,USR_04180,2026-09-01 21:05:51+05:30,2,4,531.09,50.21,P3,P3 MEDIUM: Moderate risk exception (Score: 50.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_276A415C59,ANO_FCBB7E0E9C,TX_D2FEFBE4C6A7,USR_04449,2026-08-03 23:49:27+05:30,2,4,530.22,50.2,P3,P3 MEDIUM: Moderate risk exception (Score: 50.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_24BF3D8BEA,ANO_27F58528A0,TX_64A2C68F9278,USR_04939,2026-09-02 11:59:23+05:30,2,4,526.4,50.14,P3,P3 MEDIUM: Moderate risk exception (Score: 50.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5A25C02C8A,ANO_B3B9694DA5,TX_5A4F273E1BEC,USR_04533,2026-09-05 10:16:44+05:30,2,4,526.39,50.14,P3,P3 MEDIUM: Moderate risk exception (Score: 50.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_1952C24150,ANO_E93FD229B4,TX_9F0F6B2B6A1F,USR_01443,2026-08-27 11:33:11+05:30,2,4,524.99,50.12,P3,P3 MEDIUM: Moderate risk exception (Score: 50.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_93155ADCA5,ANO_A3C038209B,TX_C07A2C1BECC1,USR_07929,2026-09-17 17:25:22+05:30,2,4,524.92,50.12,P3,P3 MEDIUM: Moderate risk exception (Score: 50.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9E266FCD72,ANO_19CFD9F235,TX_0960170224D6,USR_08425,2026-08-01 18:25:31+05:30,2,4,516.95,50.0,P3,P3 MEDIUM: Moderate risk exception (Score: 50.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_112FB61F46,ANO_F3B5DB770B,TX_578C778FF843,USR_07480,2026-08-10 08:51:07+05:30,2,4,516.73,50.0,P3,P3 MEDIUM: Moderate risk exception (Score: 50.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_982ED3096F,ANO_37C49D84BD,TX_E6A59DE7725C,USR_01860,2026-08-23 01:17:02+05:30,2,4,514.57,49.96,P3,P3 MEDIUM: Moderate risk exception (Score: 50.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8DB8DB0C84,ANO_F33AB95E9B,TX_C1BB54C3BEC1,USR_07841,2026-09-04 07:59:13+05:30,2,4,514.59,49.96,P3,P3 MEDIUM: Moderate risk exception (Score: 50.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9C4DE68A80,ANO_AAF6210FC0,TX_DD49F8BB6851,USR_04767,2026-08-26 22:10:00+05:30,2,4,512.31,49.93,P3,P3 MEDIUM: Moderate risk exception (Score: 49.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E6EAC04D0D,ANO_539D176D9F,TX_FE34C069541E,USR_06691,2026-08-10 02:28:11+05:30,2,4,509.85,49.89,P3,P3 MEDIUM: Moderate risk exception (Score: 49.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F96A961A8D,ANO_4DFDEF99F2,TX_C33E8EA004FE,USR_07924,2026-08-28 16:21:46+05:30,2,4,510.0,49.89,P3,P3 MEDIUM: Moderate risk exception (Score: 49.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_FBF040058F,ANO_706E79D7F8,TX_E0BB369BA292,USR_08444,2026-08-02 12:25:42+05:30,2,4,508.97,49.87,P3,P3 MEDIUM: Moderate risk exception (Score: 49.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_27C595F1A6,ANO_A37FA146BE,TX_FC98767297A4,USR_05881,2026-09-04 03:29:12+05:30,2,4,507.21,49.85,P3,P3 MEDIUM: Moderate risk exception (Score: 49.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B3D1E11910,ANO_4D40910F6E,TX_32A6E80B6452,USR_06736,2026-09-08 15:56:47+05:30,2,4,506.71,49.84,P3,P3 MEDIUM: Moderate risk exception (Score: 49.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4FAE227F06,ANO_334621FF5A,TX_3B6457E3596D,USR_07905,2026-08-06 19:36:42+05:30,2,4,505.15,49.81,P3,P3 MEDIUM: Moderate risk exception (Score: 49.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E761C9EC05,ANO_28A22D31FB,TX_61786ED3C134,USR_02347,2026-09-16 16:53:45+05:30,2,4,504.69,49.81,P3,P3 MEDIUM: Moderate risk exception (Score: 49.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_EC190F995E,ANO_DF85B0AB5F,TX_C4024739E7E8,USR_06482,2026-09-09 19:57:39+05:30,2,4,501.37,49.75,P3,P3 MEDIUM: Moderate risk exception (Score: 49.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_752E93EB2D,ANO_A21ED8D0FF,TX_1BD028C448E7,USR_08333,2026-08-10 15:58:41+05:30,2,4,500.35,49.74,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_67912355AD,ANO_20EFDCA367,TX_4B1D2AA2A2DF,USR_00738,2026-08-10 18:36:16+05:30,2,4,500.36,49.74,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_A44AD6354A,ANO_98EE630AFB,TX_325101D8BB8E,USR_05361,2026-09-01 04:42:02+05:30,2,4,500.42,49.74,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_CCD4DA7332,ANO_FC5916E83A,TX_90994118462E,USR_04891,2026-09-01 09:35:51+05:30,2,4,500.44,49.74,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
