incident_id,anomaly_id,transaction_id,user_id,created_at,anomaly_type,severity,likelihood,exposure_inr,priority_score,priority_band,rationale,recommendation,status
INC_7D67062D30,ANO_FF0DAFFD61,TX_ANO_DEP_8F05B2F7,USR_06433,2026-08-22 20:03:02+00:00,BASELINE_SPIKE,4,5,774767.73,271.21,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹774,767.73) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_8540339D65,ANO_2264F550AC,TX_ANO_WTH_A147C37C,USR_06433,2026-08-22 20:08:02+00:00,BASELINE_SPIKE,4,5,774767.73,271.21,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹774,767.73) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_222843BF0F,ANO_E0F7355843,TX_ANO_DEP_D8B5C68B,USR_07088,2026-09-15 06:03:05+00:00,BASELINE_SPIKE,4,5,772557.31,271.15,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹772,557.31) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_B5E5CAF63D,ANO_CC57070E67,TX_ANO_WTH_EABD8162,USR_07088,2026-09-15 06:07:05+00:00,BASELINE_SPIKE,4,5,772557.31,271.15,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹772,557.31) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_89AFDFF7ED,ANO_275FB72E1E,TX_ANO_DEP_5EEAF834,USR_02596,2026-09-18 10:45:29+00:00,BASELINE_SPIKE,4,5,766910.48,271.0,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹766,910.48) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_F703EA54C0,ANO_450DAFBE10,TX_ANO_WTH_6D549C17,USR_02596,2026-09-18 10:50:29+00:00,BASELINE_SPIKE,4,5,766910.48,271.0,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹766,910.48) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_59019A242D,ANO_D2CBC4654D,TX_ANO_DEP_566876D1,USR_09331,2026-09-03 06:55:00+00:00,BASELINE_SPIKE,4,5,765488.16,270.97,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹765,488.16) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_32E89DBA9B,ANO_2B6F07A80A,TX_ANO_WTH_EC8D898E,USR_09331,2026-09-03 06:58:00+00:00,BASELINE_SPIKE,4,5,765488.16,270.97,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹765,488.16) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_C6593AC27D,ANO_82FC17520E,TX_ANO_DEP_FE56559C,USR_00946,2026-08-18 17:28:45+00:00,BASELINE_SPIKE,4,5,763535.6,270.91,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹763,535.60) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_C51FA85939,ANO_ACC7B092B9,TX_ANO_WTH_38E6F44E,USR_00946,2026-08-18 17:38:45+00:00,BASELINE_SPIKE,4,5,763535.6,270.91,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹763,535.60) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_7683E80EA2,ANO_A7A29DF3A9,TX_ANO_DEP_0BCB0058,USR_07767,2026-09-14 20:12:26+00:00,BASELINE_SPIKE,4,5,750976.5,270.58,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹750,976.50) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_26516AAF43,ANO_8AECC23747,TX_ANO_WTH_98FFD9EF,USR_07767,2026-09-14 20:17:26+00:00,BASELINE_SPIKE,4,5,750976.5,270.58,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹750,976.50) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_ABBFA3DC88,ANO_462904E1FC,TX_ANO_DEP_5EEDE15B,USR_05139,2026-08-31 11:02:19+00:00,BASELINE_SPIKE,4,5,748208.56,270.51,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹748,208.56) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_8562D2640A,ANO_B940C5A4B1,TX_ANO_WTH_7E3C5B6F,USR_05139,2026-08-31 11:12:19+00:00,BASELINE_SPIKE,4,5,748208.56,270.51,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹748,208.56) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_B6693BD91B,ANO_6C8B2E9D4A,TX_ANO_DEP_8D802CAB,USR_07169,2026-08-24 08:43:14+00:00,BASELINE_SPIKE,4,5,722248.0,269.8,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹722,248.00) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_134A086B71,ANO_09A6F402D6,TX_ANO_WTH_D3369432,USR_07169,2026-08-24 08:46:14+00:00,BASELINE_SPIKE,4,5,722248.0,269.8,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹722,248.00) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_DB6E838307,ANO_3A6E3A1C06,TX_ANO_DEP_82D7BA1D,USR_00236,2026-09-09 16:08:56+00:00,BASELINE_SPIKE,4,5,721874.25,269.79,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹721,874.25) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_5C3349B934,ANO_3105366646,TX_ANO_WTH_94DE8B2C,USR_00236,2026-09-09 16:17:56+00:00,BASELINE_SPIKE,4,5,721874.25,269.79,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹721,874.25) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_77B347252E,ANO_CF72BEAF95,TX_ANO_DEP_5674EFA6,USR_07601,2026-09-19 03:39:59+00:00,BASELINE_SPIKE,4,5,720045.47,269.74,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹720,045.47) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_7A8C9CDAD0,ANO_B9AE51A58D,TX_ANO_WTH_CB7B04F2,USR_07601,2026-09-19 03:43:59+00:00,BASELINE_SPIKE,4,5,720045.47,269.74,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹720,045.47) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_1A4C4585C5,ANO_799D3B568F,TX_ANO_DEP_4868E57F,USR_08525,2026-08-23 06:36:50+00:00,BASELINE_SPIKE,4,5,694530.31,269.02,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹694,530.31) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_D2F959293D,ANO_1A4B1057EF,TX_ANO_WTH_352DA096,USR_08525,2026-08-23 06:45:50+00:00,BASELINE_SPIKE,4,5,694530.31,269.02,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹694,530.31) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_D067DF5830,ANO_161A629CA7,TX_95B7EBEFB220,USR_01203,2026-09-13 04:42:19+00:00,RAPID_PASS_THROUGH,5,5,46818.86,268.85,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹46,818.86) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_22218256EF,ANO_5CDAD1ACCF,TX_ANO_DEP_F7817D72,USR_09417,2026-08-14 16:15:49+00:00,BASELINE_SPIKE,4,5,681523.19,268.64,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹681,523.19) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_FF1F5AF262,ANO_0787CCD063,TX_ANO_WTH_ECD5846E,USR_09417,2026-08-14 16:19:49+00:00,BASELINE_SPIKE,4,5,681523.19,268.64,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹681,523.19) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_7A3B635D71,ANO_68AD572EBD,TX_ANO_DEP_C4D5CD3B,USR_01275,2026-08-12 18:56:47+00:00,BASELINE_SPIKE,4,5,681028.92,268.63,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹681,028.92) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_302B40E39C,ANO_A8A3F90184,TX_ANO_DEP_8892ED33,USR_02375,2026-09-17 03:14:37+00:00,BASELINE_SPIKE,4,5,669854.78,268.3,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹669,854.78) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_D9DA3B2ABA,ANO_193355FD9A,TX_ANO_WTH_2A1C1EE3,USR_02375,2026-09-17 03:17:37+00:00,BASELINE_SPIKE,4,5,669854.78,268.3,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹669,854.78) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_C4FE37C103,ANO_E36CCEDCBB,TX_ANO_DEP_AB9A6773,USR_08857,2026-09-04 18:11:50+00:00,BASELINE_SPIKE,4,5,662727.07,268.08,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹662,727.07) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_37DBAB1B7B,ANO_4B3A878312,TX_ANO_WTH_8664B2D3,USR_08857,2026-09-04 18:18:50+00:00,BASELINE_SPIKE,4,5,662727.07,268.08,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹662,727.07) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_F7EB4F614E,ANO_368778013C,TX_ANO_DEP_E94FFB59,USR_08495,2026-09-10 09:54:13+00:00,BASELINE_SPIKE,4,5,658329.07,267.95,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹658,329.07) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_D62B84C1AC,ANO_609C5B7FA3,TX_ANO_WTH_E6BB488C,USR_08495,2026-09-10 10:04:13+00:00,BASELINE_SPIKE,4,5,658329.07,267.95,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹658,329.07) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_310E7A3DC0,ANO_C704D97C47,TX_ANO_DEP_C44FCD14,USR_06525,2026-08-08 05:54:11+00:00,BASELINE_SPIKE,4,5,658060.32,267.94,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹658,060.32) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_3F1839B995,ANO_E5CAEA2A60,TX_ANO_WTH_7ECC1A9C,USR_06525,2026-08-08 06:03:11+00:00,BASELINE_SPIKE,4,5,658060.32,267.94,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹658,060.32) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_60D32E4681,ANO_092D332B16,TX_ANO_DEP_49837488,USR_07552,2026-09-08 14:45:31+00:00,BASELINE_SPIKE,4,5,652971.6,267.79,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹652,971.60) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_67B10C6A17,ANO_32AE545982,TX_ANO_WTH_65A2FA4C,USR_07552,2026-09-08 14:54:31+00:00,BASELINE_SPIKE,4,5,652971.6,267.79,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹652,971.60) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_19BB0D0B2E,ANO_379CB6DD2D,TX_ANO_DEP_19812D3C,USR_06947,2026-09-06 20:52:32+00:00,BASELINE_SPIKE,4,5,642553.01,267.46,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹642,553.01) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_0F4051873F,ANO_EA4A41C1EA,TX_ANO_WTH_34F19313,USR_06947,2026-09-06 20:58:32+00:00,BASELINE_SPIKE,4,5,642553.01,267.46,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹642,553.01) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_740A6945A7,ANO_75E864F818,TX_B3A7222E64C5,USR_01067,2026-09-03 11:29:21+00:00,RAPID_PASS_THROUGH,5,5,43560.86,267.05,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹43,560.86) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_BB385B8485,ANO_6AEEB0DE1B,TX_28051BDE2856,USR_00778,2026-08-05 07:27:31+00:00,RAPID_PASS_THROUGH,5,5,42598.88,266.49,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹42,598.88) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_E62D1BF76B,ANO_F4EDEFF71D,TX_AA2CE49341A6,USR_06383,2026-08-22 04:04:03+00:00,RAPID_PASS_THROUGH,5,5,41512.4,265.84,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹41,512.40) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_B23A98FF85,ANO_C5905514A7,TX_ANO_DEP_9A8B5839,USR_08854,2026-09-17 11:44:49+00:00,BASELINE_SPIKE,4,5,584792.59,265.58,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹584,792.59) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_AED54AFB53,ANO_882AA14B4C,TX_ANO_WTH_9FD9987B,USR_08854,2026-09-17 11:51:49+00:00,BASELINE_SPIKE,4,5,584792.59,265.58,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹584,792.59) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_57CBF1C7D6,ANO_BE734436A0,TX_63BB8810CAA3,USR_02333,2026-09-10 04:42:19+00:00,RAPID_PASS_THROUGH,5,5,40742.95,265.38,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹40,742.95) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_54A117B09C,ANO_25B2E002BB,TX_ANO_DEP_1A0DDC07,USR_03275,2026-08-31 05:22:55+00:00,BASELINE_SPIKE,4,5,563823.55,264.85,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹563,823.55) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_369B5CEA52,ANO_7D572C0187,TX_ANO_WTH_83A0E104,USR_03275,2026-08-31 05:25:55+00:00,BASELINE_SPIKE,4,5,563823.55,264.85,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹563,823.55) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_E1F201B52F,ANO_32D2E076DB,TX_ANO_DEP_437D364F,USR_06308,2026-08-13 11:25:31+00:00,BASELINE_SPIKE,4,5,560625.61,264.74,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹560,625.61) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_455B1FE786,ANO_F2CE12B785,TX_ANO_WTH_D08CC9B1,USR_06308,2026-08-13 11:31:31+00:00,BASELINE_SPIKE,4,5,560625.61,264.74,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹560,625.61) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_9CE904FA66,ANO_1DD38A716C,TX_ANO_DEP_220A3554,USR_08559,2026-08-27 00:54:20+00:00,BASELINE_SPIKE,4,5,539925.1,263.98,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹539,925.10) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_CB5320E257,ANO_CB9CF2494D,TX_ANO_DEP_05D6C47B,USR_03863,2026-08-18 08:51:35+00:00,BASELINE_SPIKE,4,5,520706.92,263.26,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹520,706.92) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_6F279EEF38,ANO_09300CD377,TX_ANO_WTH_785C0DC4,USR_03863,2026-08-18 08:55:35+00:00,BASELINE_SPIKE,4,5,520706.92,263.26,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹520,706.92) exceeding risk threshold.",Initiate outbound phone verification; inspect recent device IP and 2FA changes; check order book liquidity depth.,OPEN
INC_A64962E850,ANO_3DECEC808C,TX_22C2FC925BF2,USR_01534,2026-08-24 11:42:01+00:00,RAPID_PASS_THROUGH,5,5,36493.8,262.62,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹36,493.80) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_915C8E7FC8,ANO_C97C787B5E,TX_ANO_DEP_19327FC5,USR_04824,2026-08-19 13:14:09+00:00,BASELINE_SPIKE,4,5,488547.29,261.98,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹488,547.29) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_26A42280DC,ANO_FFF8839851,TX_ANO_DEP_A218998D,USR_09537,2026-09-04 18:33:53+00:00,BASELINE_SPIKE,4,5,479346.66,261.6,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹479,346.66) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_6651D74F63,ANO_568B51AFDB,TX_ANO_DEP_2BAF3DE4,USR_09800,2026-09-10 13:54:25+00:00,BASELINE_SPIKE,4,5,469488.24,261.19,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹469,488.24) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_E717C04D50,ANO_2112D8BE72,TX_ANO_WTH_BD6BA447,USR_09800,2026-09-10 14:01:25+00:00,BASELINE_SPIKE,4,5,469488.24,261.19,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹469,488.24) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_9B2B15947B,ANO_FB4770F0CF,TX_ANO_DEP_628B7E77,USR_08163,2026-09-09 07:24:45+00:00,BASELINE_SPIKE,4,5,465480.59,261.02,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹465,480.59) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_396A7EAFC5,ANO_46D7BF3547,TX_ANO_DEP_01BE55FF,USR_02782,2026-09-10 14:51:28+00:00,BASELINE_SPIKE,4,5,460412.91,260.8,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹460,412.91) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_10CB6CCB2B,ANO_D4B3A03B50,TX_ANO_WTH_90C67B19,USR_02782,2026-09-10 15:01:28+00:00,BASELINE_SPIKE,4,5,460412.91,260.8,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹460,412.91) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_72D95FE509,ANO_2709465CF8,TX_ANO_DEP_10728740,USR_04822,2026-08-22 06:10:36+00:00,BASELINE_SPIKE,4,5,459238.53,260.75,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹459,238.53) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_ACC1E4C0D2,ANO_D39597E351,TX_ANO_WTH_8CFB74BC,USR_04822,2026-08-22 06:15:36+00:00,BASELINE_SPIKE,4,5,459238.53,260.75,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹459,238.53) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_E169BECA15,ANO_14C868B9A4,TX_D81AA97F4CDC,USR_03900,2026-09-11 12:23:05+00:00,RAPID_PASS_THROUGH,5,5,33385.95,260.4,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹33,385.95) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_BA7A1F22A3,ANO_5222D15BA1,TX_ANO_DEP_A7C3E361,USR_02047,2026-08-26 10:04:36+00:00,BASELINE_SPIKE,4,5,451148.66,260.39,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹451,148.66) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_F1A016B43D,ANO_AEC8AF6228,TX_ANO_WTH_A31068B7,USR_02047,2026-08-26 10:10:36+00:00,BASELINE_SPIKE,4,5,451148.66,260.39,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹451,148.66) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_B2BAE87C58,ANO_A2935FE32C,TX_ANO_DEP_39A98DCD,USR_09643,2026-09-09 07:00:42+00:00,BASELINE_SPIKE,4,5,436852.41,259.75,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹436,852.41) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_468342FD3C,ANO_799A6D2BC1,TX_ANO_WTH_CFF3E0E6,USR_09643,2026-09-09 07:07:42+00:00,BASELINE_SPIKE,4,5,436852.41,259.75,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹436,852.41) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_6DB4A7E883,ANO_8CFE3EE727,TX_31D5DCCA4CA7,USR_02264,2026-08-17 10:31:00+00:00,RAPID_PASS_THROUGH,5,5,32321.55,259.59,P1,"P1 CRITICAL: High-severity RAPID_PASS_THROUGH with substantial financial exposure (₹32,321.55) exceeding risk threshold.",Place temporary 24h withdrawal hold; verify bank account originator name; request source-of-funds declaration.,OPEN
INC_8B2A0C98F9,ANO_BA236F1C7C,TX_ANO_DEP_1E414ED6,USR_06435,2026-09-09 09:43:45+00:00,BASELINE_SPIKE,4,5,428287.89,259.35,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹428,287.89) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_3BD7C1CB8F,ANO_911F0479C4,TX_ANO_DEP_94173768,USR_06820,2026-08-11 22:13:14+00:00,BASELINE_SPIKE,4,5,402274.68,258.1,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹402,274.68) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_BDC0B02B44,ANO_D0264BBE92,TX_ANO_DEP_FA190383,USR_01575,2026-09-02 08:46:10+00:00,BASELINE_SPIKE,4,5,401580.02,258.06,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹401,580.02) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_A9BBC98017,ANO_98EBF3E781,TX_ANO_WTH_2EEED606,USR_01575,2026-09-02 08:52:10+00:00,BASELINE_SPIKE,4,5,401580.02,258.06,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹401,580.02) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_065DDB76A0,ANO_7B4861CF87,TX_ANO_DEP_7E90FD7B,USR_01201,2026-09-15 15:44:53+00:00,BASELINE_SPIKE,4,5,400530.57,258.01,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹400,530.57) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_C37E537C65,ANO_59470CE69A,TX_ANO_WTH_23F146E8,USR_01201,2026-09-15 15:47:53+00:00,BASELINE_SPIKE,4,5,400530.57,258.01,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹400,530.57) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
INC_7624FDE4E4,ANO_961237F1B3,TX_ANO_DEP_B60041F6,USR_05786,2026-08-10 16:47:15+00:00,BASELINE_SPIKE,4,5,395656.5,257.77,P1,"P1 CRITICAL: High-severity BASELINE_SPIKE with substantial financial exposure (₹395,656.50) exceeding risk threshold.",Verify user trading history; request KYC Tier-2 verification if unverified.,OPEN
